active_period,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight
201805,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,289,42280700
201805,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,3,514560
201805,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,19,2779700
201805,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,897,153835500
201805,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ7,-,229,15343000
201805,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,1221,156288000
201805,"SkyWest Airlines",OO,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,51,3822807
201805,"Hawaiian Airlines",HA,"Hawaiian Airlines",HA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,62,24876942
201805,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B789,-,37,15725000
201805,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,144,22277200
201805,"Thomas Cook Airlines",MT,"Thomas Cook Airlines",MT,International,Europe,Passenger,"Wide Body",Airbus,A332,-,9,3602352
201805,"Hong Kong Airlines Limited",HX,"Hong Kong Airlines Limited",HX,International,Asia,Passenger,"Wide Body",Airbus,A359,-,17,7758069
201805,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1457,204087368
201805,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,24,9523200
201805,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,2,268964
201805,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,1,134482
201805,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,58,8485400
201805,"Air China",CA,"Air China",CA,International,Asia,Passenger,"Wide Body",Boeing,B748,-,31,21328000
201805,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B763,-,14,4478600
201805,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B772,-,85,39100000
201805,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B753,-,334,74816000
201805,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,15,6901560
201805,"Alaska Airlines",AS,"Alaska Airlines",AS,International,US,Passenger,"Narrow Body",Airbus,A321,-,147,25667082
201805,"Air India Limited",AI,"Air India Limited",AI,International,Asia,Passenger,"Wide Body",Boeing,B773,-,4,2216000
201805,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,2,920208
201805,"Volaris Airlines",Y4,"Volaris Airlines",Y4,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,16,2328080
201805,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B789,-,31,13175000
201805,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,3,594000
201805,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B736,-,1,120500
201805,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,124,17645780
201805,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B764,-,24,8400000
201805,"Nippon Cargo Airlines",KZ,"Nippon Cargo Airlines",KZ,International,Asia,Freighter,"Wide Body",Boeing,B744,-,2,1304000
201805,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,57,7853973
201805,"Volaris Airlines",Y4,"Volaris Airlines",Y4,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,1,137789
201805,"Compass Airlines",CP,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,99,7442622
201805,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B737,-,61,7881200
201805,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,"Central America",Passenger,"Narrow Body",Boeing,B738,-,80,11704000
201805,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Airbus,A388,-,31,26722217
201805,"WOW Air",WW,"WOW Air",WW,International,Europe,Passenger,"Wide Body",Airbus,A333,-,26,10604230
201805,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B773,-,61,33794000
201805,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,21,3072300
201805,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,205,29608400
201805,"United Airlines",UA,"United Airlines",UA,International,"Middle East",Passenger,"Wide Body",Boeing,B788,-,22,8360000
201805,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,186,26784000
201805,"United Airlines",UA,"United Airlines",UA,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B789,-,31,13175000
201805,"United Airlines",UA,"United Airlines",UA,International,"Middle East",Passenger,"Wide Body",Boeing,B789,-,1,425000
201805,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B772,-,16,7520000
201805,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,18,3087360
201805,"Japan Airlines",JL,"Japan Airlines",JL,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201805,"Kalitta Air",K4,"Kalitta Air",K4,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,2,1304000
201805,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Freighter,"Wide Body",Boeing,B748,-,29,22127000
201805,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,5,1550000
201805,"Philippine Airlines",PR,"Philippine Airlines",PR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201805,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,953,139423900
201805,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,32,10240000
201805,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B739,-,30,4719000
201805,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,2,258400
201805,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B788,-,43,16340000
201805,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B788,-,2,760000
201805,"Sun Country Airlines",SY,"Sun Country Airlines",SY,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,59,8629300
201805,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B789,-,14,5950000
201805,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,28,3858092
201805,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,241,35258300
201805,"All Nippon Airways",NH,"All Nippon Airways",NH,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201805,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201805,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,84,12033921
201805,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B773,-,124,68696000
201805,"Horizon Air",QX,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,160,12006380
201805,Finnair,AY,Finnair,AY,International,Europe,Passenger,"Wide Body",Airbus,A333,-,12,4947168
201805,"China Airlines",CI,"China Airlines",CI,International,Asia,Freighter,"Wide Body",Boeing,B744,-,25,16650000
201805,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B772,-,230,102405000
201805,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,35,4976930
201805,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B712,-,147,16170000
201804,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,28,5544000
201804,"Compass Airlines",CP,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,68,5112104
201804,"Air Pacific Limited dba Fiji Airways",FJ,"Air Pacific Limited dba Fiji Airways",FJ,International,"Australia / Oceania",Passenger,"Wide Body",Airbus,A332,-,9,3571488
201804,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ7,-,217,14539000
201804,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B763,-,22,7024000
201804,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,1,152800
201804,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B789,-,148,62900000
201804,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Airbus,A388,-,29,24998203
201804,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,1207,189811100
201804,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Bombardier,CRJ2,-,59,2773000
201804,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B744,-,30,18900000
201804,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B772,-,256,114205000
201804,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,182,26208000
201804,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,13,2229760
201804,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Boeing,B744,-,31,19493043
201804,"China Airlines",CI,"China Airlines",CI,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201804,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Embraer,E170,-,60,4497420
201804,"Horizon Air",QX,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,143,10728796
201804,"Volaris Airlines",Y4,"Volaris Airlines",Y4,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,1,137789
201804,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B764,-,49,17150000
201804,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1693,241806068
201804,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B772,-,68,31280000
201804,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Passenger,"Wide Body",Airbus,A388,-,30,25919736
201804,"Sun Country Airlines",SY,"Sun Country Airlines",SY,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,40,5757500
201804,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,29,4123742
201804,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B772,-,4,1880000
201804,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,25,3444725
201804,"WOW Air",WW,"WOW Air",WW,International,Europe,Passenger,"Wide Body",Airbus,A333,-,17,6933535
201804,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B788,-,2,760000
201804,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1440,201568595
201804,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,10,1344820
201804,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A321,-,19,3258880
201804,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B753,-,92,20608000
201804,"Nippon Cargo Airlines",KZ,"Nippon Cargo Airlines",KZ,International,Asia,Freighter,"Wide Body",Boeing,B748,-,16,12208000
201804,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,5,2300300
201804,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,4,585200
201804,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201804,"Hawaiian Airlines",HA,"Hawaiian Airlines",HA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,60,24074460
201804,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B773,-,121,67034000
201804,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B788,-,23,8740000
201804,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,1,146300
201804,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,181,26480300
201804,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,586,116028000
201804,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,2,920208
201804,"Philippine Airlines",PR,"Philippine Airlines",PR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201804,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ2,-,1269,59643000
201804,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B712,-,185,20350000
201804,"Volaris Airlines",Y4,"Volaris Airlines",Y4,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,22,3201110
201804,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,131,18864000
201804,"Turkish Airlines",TK,"Turkish Airlines",TK,International,Europe,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201804,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,1040,77955280
201804,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B773,-,23,12742000
201804,"Qantas Airways",QF,"Qantas Airways",QF,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B744,-,26,16499000
201804,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,1205,154240000
201804,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B773,-,14,7756000
201804,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,7,2240000
201804,"SkyWest Airlines",OO,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,76,5696732
201804,"China Airlines",CI,"China Airlines",CI,International,Asia,Freighter,"Wide Body",Boeing,B744,-,26,17316000
201804,"Total Airport Services",,"Total Airport Services",,International,Mexico,Freighter,"Wide Body",Boeing,B762,-,14,3962000
201804,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B773,-,37,20498000
201804,"United Airlines",UA,"United Airlines",UA,International,"Middle East",Passenger,"Wide Body",Boeing,B788,-,24,9120000
201804,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B737,-,4,516800
201804,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,28,11110400
201804,"United Airlines",UA,"United Airlines",UA,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B789,-,30,12750000
201804,"Compass Airlines",CP,"American Airlines",AA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,331,24883918
201804,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Airbus,A388,-,9,7658856
201804,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Passenger,"Wide Body",Boeing,B772,-,1,460000
201804,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B763,-,30,9597000
201804,"Sun Country Airlines",SY,"Sun Country Airlines",SY,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,4,516800
201804,"SAS Airlines",SK,"SAS Airlines",SK,International,Europe,Passenger,"Wide Body",Airbus,A343,-,30,12698610
201804,"Hong Kong Airlines Limited",HX,"Hong Kong Airlines Limited",HX,International,Asia,Passenger,"Wide Body",Airbus,A359,-,18,8205512
201804,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B739,-,21,3303300
201804,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Passenger,"Wide Body",Airbus,A346,-,30,17129910
201804,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,24,3511200
201804,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,13,1925522
201804,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,308,60984000
201804,"Nippon Cargo Airlines",KZ,"Nippon Cargo Airlines",KZ,International,Asia,Freighter,"Wide Body",Boeing,B744,-,1,652000
201804,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,22,2985060
201804,"Air India Limited",AI,"Air India Limited",AI,International,Asia,Passenger,"Wide Body",Boeing,B773,-,1,554000
201804,"Japan Airlines",JL,"Japan Airlines",JL,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201804,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B772,-,3,1400000
201804,"Air India Limited",AI,"Air India Limited",AI,International,Asia,Passenger,"Wide Body",Boeing,B772,-,38,18696000
201804,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,5,675717
201804,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B789,-,30,12750000
201804,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B739,-,38,5977400
201804,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,975,142642500
201804,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B762,-,20,5440000
201804,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,800,137200000
201804,"SkyWest Airlines",OO,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,115,8620055
201804,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,321,50493300
201804,"JetBlue Airways",B6,"JetBlue Airways",B6,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,372,63804696
201804,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,17,2417366
201804,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,30,4320000
201804,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,"Central America",Passenger,"Narrow Body",Boeing,B738,-,77,11265100
201804,"Kalitta Air",K4,"Kalitta Air",K4,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,3,1998000
201804,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,30,13558440
201804,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,8,5216000
201804,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B788,-,39,14820000
201804,"JetBlue Airways",B6,"JetBlue Airways",B6,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,147,20949404
201804,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Freighter,"Wide Body",Boeing,B748,-,28,21364000
201804,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B789,-,13,5525000
201804,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,2,258400
201804,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B753,-,295,66080000
201804,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,180,24801840
201804,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,45,6200505
201804,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,30,13690710
201804,"Philippine Airlines",PR,"Philippine Airlines",PR,International,Asia,Passenger,"Wide Body",Airbus,A343,-,13,5445414
201804,"Air China",CA,"Air China",CA,International,Asia,Passenger,"Wide Body",Boeing,B748,-,30,20640000
201804,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B773,-,11,6094000
201804,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,65,9509500
201804,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,72,10248177
201804,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B773,-,26,14404000
201804,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,143,22119900
201804,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Freighter,"Wide Body",Boeing,B744,-,24,15594000
201804,"EVA Airways",BR,"EVA Airways",BR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,78,43212000
201804,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,177,25185581
201804,"United Airlines",UA,"United Airlines",UA,International,"Middle East",Passenger,"Wide Body",Boeing,B789,-,3,1275000
201804,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,18,2559564
201804,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,203,29698900
201804,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B788,-,11,4180000
201804,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,183,26454000
201804,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B748,-,16,10912000
201804,"Alaska Airlines",AS,"Alaska Airlines",AS,International,US,Passenger,"Narrow Body",Airbus,A321,-,136,23746416
201804,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body","McDonnell Douglas",MD90,-,1,142000
201804,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B789,-,28,11900000
201804,"SkyWest Airlines",OO,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ9,-,1,75100
201804,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,41,5830118
201804,"All Nippon Airways",NH,"All Nippon Airways",NH,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201804,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Boeing,B739,-,8,1236400
201803,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Passenger,"Wide Body",Airbus,A346,-,31,17700907
201803,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Passenger,"Wide Body",Airbus,A388,-,30,25893280
201803,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,38,5403524
201803,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,1,460104
201803,"Sun Country Airlines",SY,"Sun Country Airlines",SY,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,4,516800
201803,"Nippon Cargo Airlines",KZ,"Nippon Cargo Airlines",KZ,International,Asia,Freighter,"Wide Body",Boeing,B748,-,16,12208000
201803,"Hawaiian Airlines",HA,"Hawaiian Airlines",HA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,62,24876942
201803,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B712,-,58,6380000
201803,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,207,29808000
201803,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,151,21771200
201803,"Sun Country Airlines",SY,"Sun Country Airlines",SY,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,4,584900
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B789,-,6,2550000
201803,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B763,-,22,7040000
201803,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ2,-,1320,62040000
201803,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B773,-,4,2216000
201803,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,401,63077300
201803,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B772,-,3,1410000
201803,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,1,460104
201803,"Philippine Airlines",PR,"Philippine Airlines",PR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201803,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,26,8320000
